order_id,order_datetime,channel,store_format,city,city_zone,department,category,brand,sku_id,base_unit_price_aed,discount_aed,unit_price_after_discount_aed,quantity,line_value_aed,promo_used,promo_code_type,ad_channel,campaign,payment_method,device_type,delivery_type,basket_size_items,returned,return_reason,return_value_aed,stock_out_flag,loyalty_member,user_id,age,gender,nationality_group,hour_of_day,day_of_week,order_month
LULU-000324,5/31/2025 19:52,Online App,Web DC,Dubai,Business Bay,Grocery,Baby,Lulu,SKU-597840,43.01,3.97,39.04,3,117.12,1,Percent,Instagram,FreshersUni,Wallet,Android,Same-Day,15,0,,0,0,1,CUST-01117,26,Male,SE Asian,19,Saturday,2025-05
LULU-000325,8/20/2025 19:31,Online App,Web DC,Dubai,Silicon Oasis,Pharmacy,Vitamins,VitX,SKU-340721,266.55,26.69,239.86,4,959.44,1,Percent,YouTube,LunchRush,Card,iOS,Same-Day,10,0,,0,0,0,CUST-11470,34,Male,Western Expat,19,Wednesday,2025-08
LULU-000326,9/26/2025 9:53,In-Store POS,Express,Dubai,Bur Dubai,Grocery,Bakery,Rani,SKU-566414,75.3,0,75.3,2,150.6,0,,Outdoor,ResidentsOnly,Cash,N/A,Carryout,15,0,,0,0,1,CUST-09554,31,Male,UAE National,9,Friday,2025-09
LULU-000327,10/11/2025 2:32,Web,Web DC,Abu Dhabi,Mussafah,Grocery,Personal Care,Coca-Cola,SKU-103922,27.67,2.02,25.65,2,51.3,1,Percent,Google Search,ResidentsOnly,Card,iOS,Same-Day,8,0,,0,0,1,CUST-08146,33,Male,Arab Expat (non-GCC),2,Saturday,2025-10
LULU-000328,5/22/2025 16:58,In-Store POS,Hypermarket,Ras Al Khaimah,University Area,Grocery,Baby,Nestlé,SKU-576195,46.06,0.93,45.13,3,135.39,1,Percent,Email,LunchRush,Wallet,N/A,Carryout,4,0,,0,0,0,CUST-01748,39,Female,GCC Expat,16,Thursday,2025-05
LULU-000329,4/21/2025 3:07,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Baby,Lulu,SKU-123963,51.06,3.55,47.51,5,237.55,1,FreeDelivery,Email,BackToSchool2025,Cash,N/A,Carryout,9,0,,0,0,1,CUST-03741,35,Male,Arab Expat (non-GCC),3,Monday,2025-04
LULU-000330,9/8/2025 10:59,In-Store POS,Hypermarket,Dubai,Deira,Grocery,Seafood,Nadec,SKU-291198,76.86,9.31,67.55,1,67.55,1,Flat,SMS,MidnightMadness,Cash,N/A,Carryout,6,0,,0,0,0,CUST-02547,31,Female,SE Asian,10,Monday,2025-09
LULU-000331,8/31/2025 15:36,Online App,Web DC,Dubai,Al Quoz,Electronics,Accessories,Xiaomi,SKU-907208,294.54,79.31,215.23,1,215.23,1,FreeDelivery,SMS,Ramadan2025,Wallet,Android,Next-Day,5,0,,0,0,0,CUST-01328,40,Male,SE Asian,15,Sunday,2025-08
LULU-000332,9/21/2025 7:17,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Baby,Nadec,SKU-656468,34.27,1.91,32.36,5,161.8,1,FreeDelivery,Outdoor,ResidentsOnly,Card,N/A,Carryout,6,0,,0,0,1,CUST-01636,39,Male,South Asian,7,Sunday,2025-09
LULU-000333,6/17/2025 8:24,Online App,Web DC,Sharjah,Airport Area,Grocery,Bakery,Nadec,SKU-389940,10.91,1.37,9.54,3,28.62,1,FreeDelivery,SMS,LunchRush,Card,iOS,Same-Day,9,1,Late delivery,9.45,0,1,CUST-04038,35,Male,UAE National,8,Tuesday,2025-06
LULU-000334,9/14/2025 19:06,Online App,Web DC,Ras Al Khaimah,Old Town,Grocery,Snacks,Al Ain,SKU-159016,11.51,1.33,10.18,7,71.26,1,Flat,Google Search,ResidentsOnly,Wallet,iOS,Same-Day,11,0,,0,0,0,CUST-07333,28,Female,South Asian,19,Sunday,2025-09
LULU-000335,8/4/2025 15:28,In-Store POS,Express,Dubai,JBR,Grocery,Snacks,Rani,SKU-372258,8.61,0.53,8.08,1,8.08,1,Percent,In-App,LunchRush,Cash,N/A,Carryout,13,0,,0,0,0,CUST-08696,40,Female,South Asian,15,Monday,2025-08
LULU-000336,6/16/2025 17:03,In-Store POS,Hypermarket,Dubai,JLT,Home & Living,Furniture,Vileda,SKU-178706,951.62,11.31,940.31,2,1880.62,1,BOGO,Referral,ResidentsOnly,Cash,N/A,Carryout,7,0,,0,0,1,CUST-03312,50,Female,SE Asian,17,Monday,2025-06
LULU-000337,7/12/2025 8:31,In-Store POS,Express,Ras Al Khaimah,Airport Area,Grocery,Meat & Poultry,Nestlé,SKU-416854,55.69,8.42,47.27,8,378.16,1,Percent,Outdoor,Ramadan2025,Cash,N/A,Carryout,13,0,,0,0,0,CUST-07713,24,Female,UAE National,8,Saturday,2025-07
LULU-000338,9/8/2025 7:23,Online App,Web DC,Dubai,JLT,Bakery Counter,Bread,Lulu Bakery,SKU-537727,38.62,6.4,32.22,1,32.22,1,FreeDelivery,Email,BackToSchool2025,Card,iOS,Same-Day,7,0,,0,0,0,CUST-04011,43,Male,UAE National,7,Monday,2025-09
LULU-000339,5/13/2025 8:05,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Seafood,Nestlé,SKU-879326,60.38,5.46,54.92,2,109.84,1,FreeDelivery,Email,WeekendSaver,Cash,N/A,Carryout,14,0,,0,0,1,CUST-02104,40,Male,Arab Expat (non-GCC),8,Tuesday,2025-05
LULU-000340,5/13/2025 23:47,In-Store POS,Hypermarket,Ras Al Khaimah,City Center,Grocery,Frozen,Rani,SKU-158067,57.56,6.89,50.67,3,152.01,1,Flat,Email,Ramadan2025,Wallet,N/A,Carryout,5,0,,0,0,0,CUST-02284,18,Female,Western Expat,23,Tuesday,2025-05
LULU-000341,8/1/2025 17:00,In-Store POS,Express,Al Ain,Old Town,Grocery,Meat & Poultry,Nadec,SKU-905796,12.53,0.2,12.33,1,12.33,1,Percent,Email,ResidentsOnly,Apple Pay,N/A,Carryout,11,0,,0,0,0,CUST-02709,34,Female,South Asian,17,Friday,2025-08
LULU-000342,10/5/2025 13:13,Online App,Web DC,Abu Dhabi,Corniche,Fashion,Footwear,Mango,SKU-642737,180.23,20.88,159.35,6,956.1,1,Percent,YouTube,ResidentsOnly,Apple Pay,Android,Next-Day,3,0,,0,0,1,CUST-05364,37,Male,SE Asian,13,Sunday,2025-10
LULU-000343,6/10/2025 5:43,In-Store POS,Hypermarket,Abu Dhabi,Al Shawamekh,Pharmacy,Baby Care,Panadol,SKU-751346,248.93,33.86,215.07,9,1935.63,1,BOGO,Outdoor,WeekendSaver,Card,N/A,Carryout,4,0,,0,0,0,CUST-05297,24,Female,SE Asian,5,Tuesday,2025-06
LULU-000344,7/12/2025 22:12,Online App,Web DC,Fujairah,University Area,Fashion,Accessories,BrandX,SKU-986233,117.96,21.41,96.55,1,96.55,1,Flat,TikTok,Ramadan2025,Wallet,iOS,Next-Day,9,1,Late delivery,67.47,0,1,CUST-10437,27,Female,Arab Expat (non-GCC),22,Saturday,2025-07
LULU-000345,7/10/2025 11:34,Web,Web DC,Ras Al Khaimah,Industrial Area,Grocery,Bakery,Lacnor,SKU-120837,34.07,2.72,31.35,2,62.7,1,Percent,Facebook,FreshersUni,Wallet,iOS,Same-Day,9,0,,0,0,1,CUST-07923,24,Male,South Asian,11,Thursday,2025-07
LULU-000346,5/26/2025 14:38,In-Store POS,Hypermarket,Ras Al Khaimah,City Center,Electronics,Gaming,Apple,SKU-635297,349.32,26.06,323.26,1,323.26,1,FreeDelivery,Email,NationalDay,Card,N/A,Carryout,4,0,,0,0,1,CUST-08412,24,Male,Arab Expat (non-GCC),14,Monday,2025-05
LULU-000347,5/6/2025 5:16,In-Store POS,Express,Dubai,Al Barsha,Fashion,Accessories,Nike,SKU-663639,190.7,10.13,180.57,3,541.71,1,Percent,SMS,FreshersUni,Wallet,N/A,Carryout,3,0,,0,0,0,CUST-11819,32,Male,South Asian,5,Tuesday,2025-05
LULU-000348,9/2/2025 7:58,Online App,Web DC,Dubai,Deira,Grocery,Baby,Nestlé,SKU-769121,46.99,4.61,42.38,3,127.14,1,Percent,Instagram,WeekendSaver,Cash,Android,Same-Day,8,0,,0,0,1,CUST-02990,39,Female,UAE National,7,Tuesday,2025-09
LULU-000349,7/16/2025 14:46,In-Store POS,Express,Abu Dhabi,Al Shawamekh,Grocery,Meat & Poultry,Coca-Cola,SKU-511337,67,8.91,58.09,1,58.09,1,BOGO,Outdoor,WeekendSaver,Card,N/A,Carryout,6,0,,0,0,0,CUST-03765,35,Female,African Expat,14,Wednesday,2025-07
LULU-000350,7/26/2025 20:39,In-Store POS,Hypermarket,Dubai,Business Bay,Grocery,Baby,Rainbow,SKU-641463,22.86,0.67,22.19,1,22.19,1,Percent,In-App,SummerHeat,Cash,N/A,Carryout,10,0,,0,0,1,CUST-00014,30,Male,South Asian,20,Saturday,2025-07
LULU-000351,7/30/2025 3:50,Online App,Web DC,Fujairah,Suburb,Electronics,Home Appliances,Lenovo,SKU-301818,613.27,126.03,487.24,1,487.24,1,Percent,TikTok,MidnightMadness,Cash,iOS,Next-Day,5,0,,0,0,1,CUST-11543,25,Male,SE Asian,3,Wednesday,2025-07
LULU-000352,8/17/2025 23:10,In-Store POS,Express,Dubai,Al Quoz,Bakery Counter,Bread,Lulu Bakery,SKU-413852,56.72,1.81,54.91,3,164.73,1,FreeDelivery,SMS,NationalDay,Card,N/A,Carryout,5,0,,0,0,1,CUST-10063,30,Female,South Asian,23,Sunday,2025-08
LULU-000353,8/9/2025 2:34,Web,Web DC,Sharjah,Old Town,Home & Living,Furniture,Vileda,SKU-400874,819.6,78.84,740.76,2,1481.52,1,Flat,Referral,MidnightMadness,Card,iOS,Next-Day,8,0,,0,0,0,CUST-10529,39,Male,South Asian,2,Saturday,2025-08
LULU-000354,9/19/2025 20:23,Online App,Web DC,Dubai,Bur Dubai,Electronics,Laptops,LG,SKU-232526,1718.07,339.32,1378.75,1,1378.75,1,Percent,Google Search,Ramadan2025,Card,Android,Next-Day,9,0,,0,0,1,CUST-10454,35,Female,Arab Expat (non-GCC),20,Friday,2025-09
LULU-000355,8/14/2025 17:53,In-Store POS,Hypermarket,Sharjah,City Center,Electronics,Laptops,Xiaomi,SKU-490193,3799.11,394.95,3404.16,1,3404.16,1,Percent,In-App,LunchRush,Card,N/A,Carryout,1,0,,0,0,0,CUST-02350,37,Male,UAE National,17,Thursday,2025-08
LULU-000356,5/21/2025 15:04,Online App,Web DC,Abu Dhabi,Yas Island,Grocery,Baby,Lacnor,SKU-211522,34.36,5.47,28.89,4,115.56,1,Flat,Google Search,WeekendSaver,Card,Android,Same-Day,3,0,,0,0,0,CUST-07005,26,Female,SE Asian,15,Wednesday,2025-05
LULU-000357,7/4/2025 14:24,In-Store POS,Hypermarket,Abu Dhabi,Al Shawamekh,Grocery,Personal Care,Nestlé,SKU-158902,11.93,0.5,11.43,5,57.15,1,Percent,Outdoor,LunchRush,Card,N/A,Carryout,7,0,,0,0,1,CUST-01629,22,Female,South Asian,14,Friday,2025-07
LULU-000358,7/13/2025 14:04,In-Store POS,Hypermarket,Ajman,Waterfront,Grocery,Fresh Produce,Coca-Cola,SKU-894680,57.47,4.39,53.08,4,212.32,1,Flat,Outdoor,NationalDay,Card,N/A,Carryout,15,0,,0,0,0,CUST-11225,33,Male,SE Asian,14,Sunday,2025-07
LULU-000359,4/27/2025 13:14,Online App,Web DC,Abu Dhabi,Mussafah,Bakery Counter,Bread,Lulu Bakery,SKU-911132,43.16,6.1,37.06,1,37.06,1,Percent,Referral,BackToSchool2025,Wallet,Android,Same-Day,4,0,,0,0,1,CUST-04527,29,Female,UAE National,13,Sunday,2025-04
LULU-000360,5/9/2025 12:57,In-Store POS,Hypermarket,Sharjah,City Center,Grocery,Beverages,Rainbow,SKU-279602,39.37,4.98,34.39,2,68.78,1,FreeDelivery,In-App,MidnightMadness,Cash,N/A,Carryout,12,0,,0,0,0,CUST-10508,34,Male,GCC Expat,12,Friday,2025-05
LULU-000361,8/24/2025 18:14,In-Store POS,Hypermarket,Dubai,Deira,Home & Living,Bedding,Vileda,SKU-773073,507.65,96.92,410.73,1,410.73,1,Percent,SMS,WeekendSaver,Card,N/A,Carryout,4,0,,0,0,1,CUST-08557,32,Female,African Expat,18,Sunday,2025-08
LULU-000362,9/7/2025 12:03,In-Store POS,Express,Al Ain,Old Town,Grocery,Snacks,Lacnor,SKU-716872,51.7,2.26,49.44,9,444.96,1,Percent,Outdoor,FreshersUni,Card,N/A,Carryout,6,0,,0,0,0,CUST-04954,43,Male,Western Expat,12,Sunday,2025-09
LULU-000363,9/13/2025 11:15,Online App,Web DC,Dubai,Business Bay,Electronics,Gaming,Sony,SKU-717447,476.53,103.01,373.52,1,373.52,1,BOGO,Google Search,MidnightMadness,Wallet,Android,Next-Day,3,1,Damaged/Defective,238.74,0,1,CUST-02032,24,Male,UAE National,11,Saturday,2025-09
LULU-000364,7/28/2025 17:46,In-Store POS,Hypermarket,Abu Dhabi,Saadiyat,Grocery,Beverages,Pepsi,SKU-711859,15.69,1.35,14.34,4,57.36,1,Percent,Referral,ResidentsOnly,Card,N/A,Carryout,7,0,,0,0,0,CUST-09135,19,Male,South Asian,17,Monday,2025-07
LULU-000365,4/29/2025 3:56,Online App,Web DC,Abu Dhabi,Mussafah,Grocery,Baby,Pepsi,SKU-609151,73.75,4.76,68.99,3,206.97,1,BOGO,Instagram,ResidentsOnly,Card,Desktop,Same-Day,6,0,,0,0,0,CUST-01440,22,Female,SE Asian,3,Tuesday,2025-04
LULU-000366,9/6/2025 13:36,Web,Web DC,Dubai,Silicon Oasis,Pharmacy,Personal Care,Himalaya,SKU-484962,58.55,10.41,48.14,2,96.28,1,Percent,Facebook,BackToSchool2025,Cash,Desktop,Same-Day,2,1,Late delivery,72.13,1,0,CUST-02461,39,Male,GCC Expat,13,Saturday,2025-09
LULU-000367,9/30/2025 17:29,Web,Web DC,Fujairah,Old Town,Electronics,Laptops,Panasonic,SKU-649694,1919.51,244.64,1674.87,1,1674.87,1,Percent,Referral,ResidentsOnly,Card,Android,Next-Day,7,0,,0,0,0,CUST-01267,27,Male,Arab Expat (non-GCC),17,Tuesday,2025-09
LULU-000368,9/25/2025 11:20,In-Store POS,Hypermarket,Dubai,JLT,Grocery,Dairy & Eggs,Rainbow,SKU-251282,59.84,2.25,57.59,7,403.13,1,Percent,In-App,SummerHeat,Wallet,N/A,Carryout,9,0,,0,0,0,CUST-02080,31,Female,SE Asian,11,Thursday,2025-09
LULU-000369,10/3/2025 23:33,In-Store POS,Hypermarket,Dubai,Marina,Home & Living,Décor,Scotch-Brite,SKU-798979,166.64,17.61,149.03,1,149.03,1,Percent,Referral,MidnightMadness,Apple Pay,N/A,Carryout,1,0,,0,0,1,CUST-03337,38,Male,Western Expat,23,Friday,2025-10
LULU-000370,10/3/2025 3:46,Online App,Web DC,Ajman,Airport Area,Electronics,Tablets,LG,SKU-616966,3493.91,572.86,2921.05,1,2921.05,1,Flat,Outdoor,WeekendSaver,Card,Android,Next-Day,6,0,,0,0,0,CUST-08664,25,Female,African Expat,3,Friday,2025-10
LULU-000371,7/8/2025 4:21,In-Store POS,Express,Al Ain,University Area,Home & Living,Bedding,Prestige,SKU-126368,1093.51,53.07,1040.44,3,3121.32,1,Percent,Outdoor,FreshersUni,Card,N/A,Carryout,3,0,,0,0,1,CUST-05797,32,Male,Western Expat,4,Tuesday,2025-07
LULU-000372,8/14/2025 8:39,In-Store POS,Hypermarket,Al Ain,Industrial Area,Home & Living,Bedding,Scotch-Brite,SKU-279470,53.74,5.94,47.8,1,47.8,1,Flat,Email,FreshersUni,Card,N/A,Carryout,6,0,,0,0,1,CUST-04229,33,Female,South Asian,8,Thursday,2025-08
LULU-000373,4/21/2025 3:41,In-Store POS,Hypermarket,Abu Dhabi,Yas Island,Fashion,Accessories,Mango,SKU-359548,301.21,33.8,267.41,2,534.82,1,Percent,SMS,WeekendSaver,Card,N/A,Carryout,3,0,,0,0,0,CUST-06804,39,Male,South Asian,3,Monday,2025-04
LULU-000374,6/26/2025 5:11,In-Store POS,Hypermarket,Sharjah,Waterfront,Grocery,Snacks,Nadec,SKU-638719,20.95,1.32,19.63,4,78.52,1,Percent,SMS,FreshersUni,Wallet,N/A,Carryout,14,0,,0,0,0,CUST-01066,27,Male,GCC Expat,5,Thursday,2025-06
LULU-000375,8/19/2025 11:51,Online App,Hypermarket,Dubai,Business Bay,Fashion,Footwear,Adidas,SKU-105745,361.86,36.59,325.27,2,650.54,1,Percent,Google Search,ResidentsOnly,Cash,iOS,Next-Day,5,0,,0,0,0,CUST-06043,31,Male,South Asian,11,Tuesday,2025-08
LULU-000376,7/17/2025 13:41,In-Store POS,Hypermarket,Sharjah,Airport Area,Electronics,Mobiles,Lenovo,SKU-267802,864.11,80.57,783.54,1,783.54,1,Percent,Referral,LunchRush,Cash,N/A,Carryout,11,0,,0,0,1,CUST-02744,26,Male,UAE National,13,Thursday,2025-07
LULU-000377,5/21/2025 22:59,Online App,Web DC,Dubai,Al Barsha,Pharmacy,Vitamins,Panadol,SKU-457891,51.84,5.8,46.04,1,46.04,1,BOGO,YouTube,SummerHeat,Google Pay,Android,Same-Day,1,0,,0,0,0,CUST-10952,46,Female,South Asian,22,Wednesday,2025-05
LULU-000378,8/1/2025 11:28,Online App,Web DC,Sharjah,Airport Area,Home & Living,Furniture,Prestige,SKU-510669,929.93,85.46,844.47,3,2533.41,1,BOGO,YouTube,ResidentsOnly,Card,iOS,Next-Day,5,0,,0,0,1,CUST-09276,36,Male,UAE National,11,Friday,2025-08
LULU-000379,8/10/2025 10:42,In-Store POS,Hypermarket,Umm Al Quwain,City Center,Home & Living,Décor,Dettol,SKU-663678,886.2,110.94,775.26,1,775.26,1,Percent,Email,WeekendSaver,Card,N/A,Carryout,7,0,,0,0,0,CUST-04553,23,Female,South Asian,10,Sunday,2025-08
LULU-000380,5/10/2025 8:59,In-Store POS,Express,Dubai,JLT,Electronics,Tablets,LG,SKU-980466,4370.26,348.34,4021.92,1,4021.92,1,Percent,Outdoor,FreshersUni,Card,N/A,Carryout,5,0,,0,0,1,CUST-00808,41,Male,Arab Expat (non-GCC),8,Saturday,2025-05
LULU-000381,10/8/2025 14:16,Online App,Web DC,Abu Dhabi,Al Maryah,Pharmacy,Medical Devices,J&J,SKU-443189,124.36,21.16,103.2,2,206.4,1,BOGO,Instagram,MidnightMadness,Card,Android,Same-Day,3,0,,0,0,0,CUST-07830,41,Female,South Asian,14,Wednesday,2025-10
LULU-000382,7/3/2025 21:41,In-Store POS,Hypermarket,Dubai,Mirdif,Electronics,Laptops,HP,SKU-859419,3235.29,346.08,2889.21,1,2889.21,1,Percent,Email,Ramadan2025,Card,N/A,Carryout,1,0,,0,0,1,CUST-03304,30,Male,SE Asian,21,Thursday,2025-07
LULU-000383,4/25/2025 23:09,In-Store POS,Express,Abu Dhabi,Mussafah,Grocery,Personal Care,Rani,SKU-139225,25.64,2.11,23.53,1,23.53,1,Flat,SMS,LunchRush,Card,N/A,Carryout,8,0,,0,0,1,CUST-01298,43,Male,UAE National,23,Friday,2025-04
LULU-000384,7/24/2025 0:25,In-Store POS,Hypermarket,Ajman,Airport Area,Pharmacy,Vitamins,J&J,SKU-458257,134.2,6.22,127.98,12,1535.76,1,Percent,Outdoor,NationalDay,Card,N/A,Carryout,3,0,,0,0,0,CUST-10874,21,Male,South Asian,0,Thursday,2025-07
LULU-000385,5/24/2025 0:19,Online App,Web DC,Dubai,Downtown,Home & Living,Décor,Vileda,SKU-119337,910.8,111.88,798.92,4,3195.68,1,BOGO,Email,Ramadan2025,Wallet,Android,Next-Day,6,0,,0,0,1,CUST-00684,32,Male,African Expat,0,Saturday,2025-05
LULU-000386,7/19/2025 18:06,Online App,Web DC,Dubai,Silicon Oasis,Fashion,Footwear,Lulu Fashion,SKU-828734,207.54,34.33,173.21,4,692.84,1,Percent,TikTok,NationalDay,Card,iOS,Next-Day,5,0,,0,0,1,CUST-00135,45,Female,South Asian,18,Saturday,2025-07
LULU-000387,8/14/2025 2:56,Online App,Web DC,Ras Al Khaimah,City Center,Fashion,Menswear,Adidas,SKU-271668,49.94,6.44,43.5,3,130.5,1,Percent,Google Search,ResidentsOnly,Card,iOS,Next-Day,9,0,,0,0,0,CUST-07851,34,Female,GCC Expat,2,Thursday,2025-08
LULU-000388,8/12/2025 8:10,In-Store POS,Express,Abu Dhabi,Yas Island,Grocery,Dairy & Eggs,Nadec,SKU-778863,12.27,1.1,11.17,4,44.68,1,Flat,Email,BackToSchool2025,Wallet,N/A,Carryout,7,0,,0,0,1,CUST-10382,34,Male,South Asian,8,Tuesday,2025-08
LULU-000389,5/20/2025 8:32,In-Store POS,Hypermarket,Ras Al Khaimah,Industrial Area,Grocery,Meat & Poultry,Pepsi,SKU-298945,18.24,1.9,16.34,4,65.36,1,FreeDelivery,In-App,WeekendSaver,Cash,N/A,Carryout,4,0,,0,0,0,CUST-00510,32,Female,South Asian,8,Tuesday,2025-05
LULU-000390,4/23/2025 12:19,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Grocery,Meat & Poultry,Nestlé,SKU-138009,74.63,0.16,74.47,2,148.94,1,Flat,Outdoor,FreshersUni,Card,N/A,Carryout,11,0,,0,0,0,CUST-05335,26,Female,UAE National,12,Wednesday,2025-04
LULU-000391,8/27/2025 17:06,Web,Web DC,Dubai,Al Barsha,Bakery Counter,Bread,Lulu Bakery,SKU-445591,63.61,5.07,58.54,4,234.16,1,Percent,Referral,ResidentsOnly,Card,Android,Same-Day,4,0,,0,0,0,CUST-08338,25,Female,Western Expat,17,Wednesday,2025-08
LULU-000392,6/29/2025 10:40,Web,Web DC,Ajman,Airport Area,Electronics,Home Appliances,Xiaomi,SKU-272782,761,72.71,688.29,1,688.29,1,Percent,Instagram,LunchRush,Card,Android,Next-Day,4,0,,0,0,1,CUST-11588,21,Female,SE Asian,10,Sunday,2025-06
LULU-000393,10/15/2025 5:35,Online App,Web DC,Sharjah,Waterfront,Grocery,Frozen,Nestlé,SKU-802844,21.99,2.62,19.37,4,77.48,1,Flat,TikTok,SummerHeat,Card,Android,Same-Day,10,0,,0,0,1,CUST-07055,25,Male,UAE National,5,Wednesday,2025-10
LULU-000394,7/26/2025 8:50,Web,Web DC,Dubai,Downtown,Grocery,Personal Care,Lacnor,SKU-543365,71.11,6.99,64.12,2,128.24,1,Percent,In-App,FreshersUni,Card,Desktop,Same-Day,7,0,,0,0,1,CUST-06269,44,Male,South Asian,8,Saturday,2025-07
LULU-000395,8/7/2025 5:42,Online App,Hypermarket,Abu Dhabi,Corniche,Electronics,Mobiles,Panasonic,SKU-792177,2676.66,235.79,2440.87,1,2440.87,1,Percent,Outdoor,LunchRush,Wallet,Android,Next-Day,10,0,,0,0,1,CUST-00066,18,Male,SE Asian,5,Thursday,2025-08
LULU-000396,8/8/2025 19:12,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Beverages,Rainbow,SKU-249602,5.68,0.52,5.16,3,15.48,1,Flat,Email,BackToSchool2025,Card,N/A,Carryout,11,0,,0,0,1,CUST-08034,33,Female,Western Expat,19,Friday,2025-08
LULU-000397,10/4/2025 2:54,In-Store POS,Express,Abu Dhabi,Khalifa City,Grocery,Frozen,Rani,SKU-342199,8.84,0.33,8.51,6,51.06,1,Percent,In-App,NationalDay,Wallet,N/A,Carryout,9,0,,0,0,0,CUST-02322,22,Female,SE Asian,2,Saturday,2025-10
LULU-000398,9/4/2025 23:31,Online App,Web DC,Abu Dhabi,Al Maryah,Grocery,Household,Nadec,SKU-333794,21.5,1.95,19.55,3,58.65,1,Percent,TikTok,NationalDay,Card,Android,Same-Day,9,0,,0,0,1,CUST-08755,27,Female,Arab Expat (non-GCC),23,Thursday,2025-09
LULU-000399,6/1/2025 13:00,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Home & Living,Bedding,Prestige,SKU-378672,929.19,38.72,890.47,1,890.47,1,Percent,Outdoor,FreshersUni,Cash,N/A,Carryout,5,0,,0,0,0,CUST-04100,35,Male,SE Asian,13,Sunday,2025-06
LULU-000400,10/1/2025 6:33,In-Store POS,Hypermarket,Ras Al Khaimah,City Center,Grocery,Personal Care,Pepsi,SKU-353926,63.93,1.78,62.15,13,807.95,1,Flat,Referral,NationalDay,Apple Pay,N/A,Carryout,7,0,,0,1,0,CUST-02418,37,Male,Other,6,Wednesday,2025-10
LULU-000401,8/30/2025 1:58,In-Store POS,Hypermarket,Dubai,Al Quoz,Pharmacy,Vitamins,Panadol,SKU-369605,298.82,15.01,283.81,4,1135.24,1,Flat,Outdoor,FreshersUni,Card,N/A,Carryout,3,0,,0,0,1,CUST-03570,30,Female,South Asian,1,Saturday,2025-08
LULU-000402,5/26/2025 5:36,Online App,Hypermarket,Dubai,Downtown,Grocery,Beverages,Coca-Cola,SKU-350673,61.39,2.61,58.78,8,470.24,1,Percent,Google Search,ResidentsOnly,Card,Android,Same-Day,7,0,,0,0,1,CUST-02867,26,Male,SE Asian,5,Monday,2025-05
LULU-000403,9/9/2025 23:34,Online App,Web DC,Dubai,Marina,Grocery,Household,Pepsi,SKU-942634,38.89,5.4,33.49,8,267.92,1,Percent,Google Search,MidnightMadness,Wallet,iOS,Same-Day,13,0,,0,0,1,CUST-08341,19,Male,South Asian,23,Tuesday,2025-09
LULU-000404,10/10/2025 7:08,In-Store POS,Hypermarket,Dubai,Deira,Fashion,Menswear,Puma,SKU-182693,191.57,42.18,149.39,3,448.17,1,Percent,SMS,Ramadan2025,Card,N/A,Carryout,8,1,Wrong item,280.15,0,0,CUST-10992,38,Female,South Asian,7,Friday,2025-10
LULU-000405,8/10/2025 8:27,In-Store POS,Express,Ajman,Airport Area,Grocery,Baby,Al Ain,SKU-931432,17.81,1.58,16.23,5,81.15,1,Percent,Referral,Ramadan2025,Google Pay,N/A,Carryout,9,0,,0,0,0,CUST-10725,32,Female,South Asian,8,Sunday,2025-08
LULU-000406,5/8/2025 2:23,In-Store POS,Hypermarket,Abu Dhabi,Al Maryah,Home & Living,Cleaning,Black+Decker,SKU-485600,171.45,14.25,157.2,2,314.4,1,Percent,In-App,LunchRush,Cash,N/A,Carryout,12,0,,0,0,0,CUST-10818,35,Male,Western Expat,2,Thursday,2025-05
LULU-000407,4/26/2025 19:06,In-Store POS,Hypermarket,Ajman,Suburb,Fashion,Kidswear,Adidas,SKU-748234,355.6,9.12,346.48,3,1039.44,1,Percent,Email,NationalDay,Card,N/A,Carryout,3,0,,0,0,1,CUST-00436,33,Female,Arab Expat (non-GCC),19,Saturday,2025-04
LULU-000408,5/2/2025 22:24,In-Store POS,Express,Dubai,JBR,Grocery,Meat & Poultry,Al Ain,SKU-609081,8.61,1.37,7.24,3,21.72,1,Percent,Referral,Ramadan2025,Card,N/A,Carryout,4,1,Wrong item,14.16,0,1,CUST-11639,41,Male,Arab Expat (non-GCC),22,Friday,2025-05
LULU-000409,9/8/2025 1:40,In-Store POS,Hypermarket,Abu Dhabi,Al Shawamekh,Pharmacy,OTC,Panadol,SKU-905544,66.55,0.27,66.28,15,994.2,1,Percent,Referral,SummerHeat,Wallet,N/A,Carryout,2,0,,0,0,1,CUST-01869,27,Male,Western Expat,1,Monday,2025-09
LULU-000410,6/19/2025 14:17,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Fresh Produce,Almarai,SKU-596629,60.9,3.58,57.32,2,114.64,1,Percent,Referral,MidnightMadness,Wallet,N/A,Carryout,3,0,,0,0,0,CUST-04035,35,Male,Other,14,Thursday,2025-06
